word	mean_RT	word_length	word_lower
confusion	351.8304347826087	9	confusion
conjectured	381.20652173913044	11	conjectured
connection	343.56	10	connection
considered	393.65359477124184	10	considered
considering	319.24657534246575	11	considering
conspiracy	330.62666666666667	10	conspiracy
constituted	365.0	11	constituted
consulted	387.57142857142856	9	consulted
contained	338.30120481927713	9	contained
contamination	370.2191780821918	13	contamination
contest	328.54117647058825	7	contest
contested.	416.46666666666664	10	contested.
continue	325.51973684210526	8	continue
continuing	346.22972972972974	10	continuing
contract	386.42138364779873	8	contract
contract,	364.4868421052632	9	contract,
contracted	372.4078947368421	10	contracted
contracts	364.7435897435897	9	contracts
controversial	342.43243243243245	13	controversial
controversy	357.88	11	controversy
convinced	352.9759036144578	9	convinced
coordinated	394.7323943661972	11	coordinated
coot	476.19565217391306	4	coot
coprolalia,	504.9577464788732	11	coprolalia,
corn	311.6521739130435	4	corn
corner	311.8791208791209	6	corner
corners	313.1162790697674	7	corners
corpses,	406.1917808219178	8	corpses,
correct	357.3285714285714	7	correct
cost,	307.55263157894734	5	cost,
could	321.15356671070015	5	could
could've	339.8	8	could've
could.	334.93548387096774	6	could.
count	354.719512195122	5	count
counter-argument	407.84507042253523	16	counter-argument
countryside	414.54761904761904	11	countryside
couple	310.7848101265823	6	couple
course	370.2	6	course
court	326.2207792207792	5	court
court.	368.6619718309859	6	court.
cover	335.15	5	cover
cover-up	319.0945945945946	8	cover-up
cover-up.	369.86486486486484	9	cover-up.
covering	316.8333333333333	8	covering
coveted	346.2692307692308	7	coveted
cozy,	312.3375	5	cozy,
crack	321.0120481927711	5	crack
craft	354.8933333333333	5	craft
craftsman.	439.20512820512823	10	craftsman.
crash.	383.37333333333333	6	crash.
crashed	349.1801801801802	7	crashed
crashed.	338.16438356164383	8	crashed.
created	339.3170731707317	7	created
creative	316.2530120481928	8	creative
creature	340.206106870229	8	creature
credibility	378.83561643835617	11	credibility
creeping	362.59090909090907	8	creeping
crept	351.9230769230769	5	crept
crept.	363.2386363636364	6	crept.
cried	349.8066666666667	5	cried
cried,	365.92836676217763	6	cried,
cried.	295.18823529411765	6	cried.
critics	375.6111111111111	7	critics
critics,	315.9583333333333	8	critics,
crowd	305.2837837837838	5	crowd
crowd,	303.94444444444446	6	crowd,
crowds	378.4805194805195	6	crowds
crying	387.09090909090907	6	crying
cuckoo,	409.14772727272725	7	cuckoo,
cultivated,	410.13157894736844	11	cultivated,
cultivating	388.9605263157895	11	cultivating
cultivation	418.8625	11	cultivation
culture	326.58666666666664	7	culture
cunning	324.9651162790698	7	cunning
cunning,	339.8670520231214	8	cunning,
cunning.	376.60227272727275	8	cunning.
curious,	316.05555555555554	8	curious,
curls	354.9782608695652	5	curls
current	469.4714285714286	7	current
curtain.	353.7972972972973	8	curtain.
curtains	319.4931506849315	8	curtains
curve	323.0243902439024	5	curve
cut	316.27624309392263	3	cut
cut,	305.3723404255319	4	cut,
cut.	338.0869565217391	4	cut.
cute	372.28395061728395	4	cute
cute,	383.30120481927713	5	cute,
cutting	281.5882352941176	7	cutting
damn	369.0860215053763	4	damn
damp,	305.3333333333333	5	damp,
danced	366.5735294117647	6	danced
dank	371.4725274725275	4	dank
dared	365.3988764044944	5	dared
dark	365.0113122171946	4	dark
darkened	340.53846153846155	8	darkened
darkness	335.1333333333333	8	darkness
darkness,	346.0769230769231	9	darkness,
dashing	345.67391304347825	7	dashing
data	298.39473684210526	4	data
daughter.	408.82666666666665	9	daughter.
dawn	286.967032967033	4	dawn
dawn,	350.65060240963857	5	dawn,
day	330.60435779816515	3	day
day,	328.00689655172414	4	day,
day.	574.3538461538461	4	day.
daylights	331.4431818181818	9	daylights
days	322.1566265060241	4	days
de	452.94444444444446	2	de
dead.	412.06666666666666	5	dead.
deadly	312.6	6	deadly
death-bed	530.3472222222222	9	death-bed
debris	344.03678160919543	6	debris
debris,	440.32	7	debris,
debts	316.06666666666666	5	debts
deceptively	369.6219512195122	11	deceptively
decide	320.04545454545456	6	decide
decided	329.09375	7	decided
decision.	325.2048192771084	9	decision.
declaring	310.64473684210526	9	declaring
decree	394.5263157894737	6	decree
deepest	371.04545454545456	7	deepest
deflated	346.4266666666667	8	deflated
dejectedly,	440.5263157894737	11	dejectedly,
demand	337.6470588235294	6	demand
demanded.	315.0235294117647	9	demanded.
demons	361.53846153846155	6	demons
demonstrably	400.2916666666667	12	demonstrably
denied	338.4698795180723	6	denied
depression	341.943661971831	10	depression
descended	356.0246913580247	9	descended
described	387.6986301369863	9	described
described,	324.5263157894737	10	described,
description.	375.4189189189189	12	description.
desperate,	337.4736842105263	10	desperate,
desperately.	342.28723404255317	12	desperately.
despised	389.7586206896552	8	despised
despondently	388.56043956043953	12	despondently
detect	317.4	6	detect
development	309.7536231884058	11	development
developmental	393.31081081081084	13	developmental
deviate	367.32911392405066	7	deviate
diagnosed	380.7808219178082	9	diagnosed
diagnosis	329.42723004694835	9	diagnosis
diagnosis.	356.5642857142857	10	diagnosis.
diagnostic	351.50704225352115	10	diagnostic
did	328.8094768015795	3	did
didn't	307.44354838709677	6	didn't
die	317.4712643678161	3	die
died	302.88079470198676	4	died
different	322.9895833333333	9	different
different.	344.6986301369863	10	different.
difficult	312.3766233766234	9	difficult
difficulties	357.4507042253521	12	difficulties
dig	320.60227272727275	3	dig
dining	360.37894736842105	6	dining
directed	299.94444444444446	8	directed
directly	327.7887323943662	8	directly
dirt	368.2857142857143	4	dirt
disabling	343.95862068965516	9	disabling
disagreements	368.50666666666666	13	disagreements
disappear	392.8421052631579	9	disappear
disappear,	376.54819277108436	10	disappear,
disc'	381.77027027027026	5	disc'
discern	303.1463414634146	7	discern
discovered	335.28389830508473	10	discovered
discrepancy	345.97222222222223	11	discrepancy
discussions.	871.6176470588235	12	discussions.
dismissively,	379.3780487804878	13	dismissively,
disorder	463.63513513513516	8	disorder
disorder,	371.0425531914894	9	disorder,
disorder.	404.9850746268657	9	disorder.
disorders,	350.9718309859155	10	disorders,
disorders.	338.4492753623188	10	disorders.
distance,	339.0769230769231	9	distance,
distant	349.5681818181818	7	distant
distinct,	404.76056338028167	9	distinct,
dizzy.	365.2826086956522	6	dizzy.
do	352.46153846153845	2	do
doctors	374.0567375886525	7	doctors
documents	343.0	9	documents
does	306.1066666666667	4	does
doing	317.86486486486484	5	doing
dollar	315.0659340659341	6	dollar
dominant	441.0869565217391	8	dominant
don't	368.55555555555554	5	don't
done	354.3276836158192	4	done
door	306.52208835341366	4	door
door.	331.59574468085106	5	door.
doorway	329.2926829268293	7	doorway
doorway.	302.69879518072287	8	doorway.
doubt	342.29545454545456	5	doubt
down	324.9023539668701	4	down
down,	313.4136690647482	5	down,
down.	441.6463414634146	5	down.
downtown	482.505376344086	8	downtown
dramatic	330.2083333333333	8	dramatic
dramatically.	329.75	13	dramatically.
draw	335.2168674698795	4	draw
drawing	340.60843373493975	7	drawing
drawn	339.4583333333333	5	drawn
dreaded!'	361.5764705882353	9	dreaded!'
dreadful	397.0111111111111	8	dreadful
dress	382.7032967032967	5	dress
drew	318.2443181818182	4	drew
drink	352.45882352941175	5	drink
driven	280.1333333333333	6	driven
driving	335.2236842105263	7	driving
drop	406.40437158469945	4	drop
dropped	289.68674698795184	7	dropped
drops	327.67808219178085	5	drops
drops,	381.5625	6	drops,
dry	333.9054054054054	3	dry
dubious	386.19444444444446	7	dubious
dubiously.	344.47058823529414	10	dubiously.
duck	380.96590909090907	4	duck
ducks	331.60674157303373	5	ducks
ducks'	330.7173913043478	6	ducks'
dug	305.6043956043956	3	dug
dull	312.94565217391306	4	dull
dummies	401.48571428571427	7	dummies
during	354.47333333333336	6	during
dust	324.30864197530866	4	dust
dust,	328.2325581395349	5	dust,
dying,'	379.13186813186815	7	dying,'
each	320.91291291291293	4	each
eagle	355.53714285714284	5	eagle
eagle's	362.1136363636364	7	eagle's
eagle,	395.53714285714284	6	eagle,
ear	305.3155080213904	3	ear
ear.	322.3333333333333	4	ear.
earlier.	383.51807228915663	8	earlier.
early	363.7574931880109	5	early
earned	341.5202312138728	6	earned
earnest	393.3625	7	earnest
ears	320.8488372093023	4	ears
ears,	318.2823529411765	5	ears,
earth	329.4451038575668	5	earth
earth,	333.34615384615387	6	earth,
earth.	379.50558659217876	6	earth.
earthly,	355.7	8	earthly,
easily	350.6388888888889	6	easily
easy	316.56969696969696	4	easy
echolalia,	430.47222222222223	10	echolalia,
economic	352.2931034482759	8	economic
economists	341.13157894736844	10	economists
edge.'	329.5875	6	edge.'
effectively.	367.780487804878	12	effectively.
effects	327.37857142857143	7	effects
effects,	340.84057971014494	8	effects,
effort	315.55405405405406	6	effort
eighteen	359.62820512820514	8	eighteen
eighth,	510.49333333333334	7	eighth,
eighties	370.82608695652175	8	eighties
eighty,	417.16901408450707	7	eighty,
eighty-six-year-old	596.4444444444445	19	eighty-six-year-old
either	308.0	6	either
elderly	339.0416666666667	7	elderly
electroencephalograms,	432.9718309859155	22	electroencephalograms,
elephant	317.85185185185185	8	elephant
elephant,	435.4691358024691	9	elephant,
elevated	372.02666666666664	8	elevated
else	323.1927710843373	4	else
emaciated	526.1195652173913	9	emaciated
emanate	367.5	7	emanate
emerged	383.31944444444446	7	emerged
emerged,	339.24657534246575	8	emerged,
emptied	363.44565217391306	7	emptied
encountered	364.29761904761904	11	encountered
encouraged	382.8809523809524	10	encouraged
encouraging,	393.8658536585366	12	encouraging,
encouragingly	334.46666666666664	13	encouragingly
end	310.712895377129	3	end
end,	331.97333333333336	4	end,
ended!'	313.26506024096386	7	ended!'
ended,	320.3636363636364	6	ended,
enforce	329.2077922077922	7	enforce
enforceable	319.6756756756757	11	enforceable
engaged	332.5733333333333	7	engaged
enjoy	287.2162162162162	5	enjoy
enjoyed	332.6	7	enjoyed
enormous	329.6	8	enormous
enough	369.6510067114094	6	enough
enough,	345.7608695652174	7	enough,
enter	317.7142857142857	5	enter
entered	328.77906976744185	7	entered
entrance	379.4021739130435	8	entrance
enveloped,	423.9230769230769	10	enveloped,
environmental	343.84892086330933	13	environmental
erase	328.0933333333333	5	erase
establish	314.1142857142857	9	establish
established	337.15	11	established
estimated	355.8904109589041	9	estimated
even	340.17014270032934	4	even
evening	378.44565217391306	7	evening
evening,	369.08677685950414	8	evening,
evenings,	301.3777777777778	9	evenings,
event	324.65384615384613	5	event
events	328.27314814814815	6	events
ever	361.7362637362637	4	ever
ever,	317.18823529411765	5	ever,
every	322.20661157024796	5	every
everybody,	390.78723404255317	10	everybody,
everyday	399.8095238095238	8	everyday
everyone	351.95402298850576	8	everyone
everything	296.2191780821918	10	everything
evidence	315.3868613138686	8	evidence
evolved	356.6901408450704	7	evolved
exalted	392.0	7	exalted
examine	325.81065088757396	7	examine
example,	345.0365296803653	8	example,
examples.	339.26582278481015	9	examples.
excited	364.77407407407406	7	excited
excitedly	366.68674698795184	9	excitedly
excitement	352.6986301369863	10	excitement
exclaimed,	341.57142857142856	10	exclaimed,
exclaimed.	391.73493975903614	10	exclaimed.
exhibit	349.0	7	exhibit
existence	324.95522388059703	9	existence
expectations	325.1081081081081	12	expectations
expected	319.2298850574713	8	expected
expected,	389.7386363636364	9	expected,
expected.	320.72	9	expected.
expensive	377.3975903614458	9	expensive
expensive,	406.1829268292683	10	expensive,
experience	354.8098591549296	10	experience
experiences	366.125	11	experiences
experimental	394.5068493150685	12	experimental
expertise	340.8169014084507	9	expertise
explained	326.94444444444446	9	explained
explanations,	355.0	13	explanations,
exposed	317.36619718309856	7	exposed
expressed.	379.8550724637681	10	expressed.
expression	339.2857142857143	10	expression
expression,	350.1290322580645	11	expression,
extended	345.5753424657534	8	extended
extent,	329.46835443037975	7	extent,
extra	312.2926829268293	5	extra
extra-terrestrial	467.06756756756755	17	extra-terrestrial
extraordinarily	388.65	15	extraordinarily
extraordinary	305.55263157894734	13	extraordinary
extremely	320.1195652173913	9	extremely
extremities.	391.6478873239437	12	extremities.
eye	334.5440251572327	3	eye
eyes	307.27906976744185	4	eyes
eyes.	314.80859375	5	eyes.
face	322.6551724137931	4	face
face,	314.8793774319066	5	face,
face.	353.3103448275862	5	face.
faced	327.22093023255815	5	faced
facial	375.42657342657344	6	facial
fact	317.92986425339365	4	fact
fact,	315.9066666666667	5	fact,
fact.	350.0281690140845	5	fact.
facto	459.27272727272725	5	facto
factors	335.0882352941176	7	factors
failure.	460.52	8	failure.
fair	353.9714285714286	4	fair
fall	304.7266666666667	4	fall
fall,	349.9222222222222	5	fall,
fallen	312.4888888888889	6	fallen
falling	374.98285714285714	7	falling
falls,	306.685393258427	6	falls,
false	343.3972602739726	5	false
fame	342.9378881987578	4	fame
fame.	318.2261904761905	5	fame.
families	331.73972602739724	8	families
family	317.0279069767442	6	family
famous	325.22983870967744	6	famous
fanned	340.34065934065933	6	fanned
far	305.0989010989011	3	far
faraway	390.47727272727275	7	faraway
fashionably	429.89772727272725	11	fashionably
fast	329.7505518763797	4	fast
father	331.9	6	father
fear	313.8181818181818	4	fear
feared	329.36046511627904	6	feared
feared,	413.3191489361702	7	feared,
fears	319.7613636363636	5	fears
fearsome	397.271676300578	8	fearsome
feathers	337.09090909090907	8	feathers
feathers.	365.28409090909093	9	feathers.
featuring	345.2972972972973	9	featuring
fed	343.63529411764705	3	fed
fee	308.64935064935065	3	fee
fee.	384.986301369863	4	fee.
feel	297.43891402714934	4	feel
feel.	306.13698630136986	5	feel.
feeling	305.40645161290325	7	feeling
feet	320.787037037037	4	feet
feet,	408.021897810219	5	feet,
fell	328.35238095238094	4	fell
fellow	389.9230769230769	6	fellow
felt	329.36326530612246	4	felt
females	310.55555555555554	7	females
ferocity	402.26190476190476	8	ferocity
few	321.16506189821183	3	few
field's	335.75342465753425	7	field's
field.	379.8837209302326	6	field.
fields	347.5	6	fields
fifteen	639.7179487179487	7	fifteen
fifties,	375.23943661971833	8	fifties,
fighting	305.4673913043478	8	fighting
figure	322.56382978723406	6	figure
figure,	352.81944444444446	7	figure,
figured	334.2	7	figured
filled	302.21768707482994	6	filled
final	316.7027027027027	5	final
finally	333.1909090909091	7	finally
find	314.37564322469984	4	find
find,	361.14130434782606	5	find,
find.'	345.0121951219512	6	find.'
fine	359.6761363636364	4	fine
fine.	322.8157894736842	5	fine.
finger.	373.8804347826087	7	finger.
finished	304.9573170731707	8	finished
fire	332.9810606060606	4	fire
fire.	367.2247191011236	5	fire.
first	326.12462462462463	5	first
first,	332.1174089068826	6	first,
fish	417.2371541501976	4	fish
fish.	442.91358024691357	5	fish.
fishes	423.0879120879121	6	fishes
flame	314.53846153846155	5	flame
flame,	350.4835164835165	6	flame,
flames	334.2911392405063	6	flames
flames,	329.8414634146341	7	flames,
flapping	335.11494252873564	8	flapping
flew	326.3675799086758	4	flew
flew,	317.52272727272725	5	flew,
flies	318.4712643678161	5	flies
float	301.9347826086956	5	float
floated	355.92391304347825	7	floated
floating	346.45454545454544	8	floating
flock	336.09090909090907	5	flock
flocks	329.51162790697674	6	flocks
floor	300.2910447761194	5	floor
floor,	298.80645161290323	6	floor,
flour	344.1436464088398	5	flour
flowed	298.31081081081084	6	flowed
flower	334.62025316455697	6	flower
flower's	365.6621621621622	8	flower's
flower,	393.0131578947368	7	flower,
flowering	337.57142857142856	9	flowering
flowers	347.012987012987	7	flowers
flowers,	354.7631578947368	8	flowers,
fly	324.8228571428571	3	fly
flying	325.70359281437123	6	flying
foaming	333.31111111111113	7	foaming
focused	373.5833333333333	7	focused
folding	359.0681818181818	7	folding
folk	336.04651162790697	4	folk
followed	315.5824175824176	8	followed
followed.	401.7435897435897	9	followed.
food	315.31481481481484	4	food
fooled	340.77777777777777	6	fooled
for	327.69667640613585	3	for
forest	331.2967032967033	6	forest
forest.	354.22222222222223	7	forest.
forgot	300.3988764044944	6	forgot
forgotten	317.9127516778523	9	forgotten
form	336.1621621621622	4	form
formal	331.7236842105263	6	formal
forms	330.73873873873873	5	forms
fortunate,	402.75824175824175	10	fortunate,
fortune.	321.8705882352941	8	fortune.
forty	355.40277777777777	5	forty
forty-one	420.02597402597405	9	forty-one
forty-seven	371.951724137931	11	forty-seven
forty-seven,	424.55555555555554	12	forty-seven,
forty-seven.	509.5972850678733	12	forty-seven.
forty-seven.'	388.61971830985914	13	forty-seven.'
found	324.42942942942943	5	found
found.	330.36416184971097	6	found.
founded	369.85333333333335	7	founded
four	352.3695652173913	4	four
fraction	301.62820512820514	8	fraction
free	331.01063829787233	4	free
frequency,	334.9583333333333	10	frequency,
fresh	324.3764705882353	5	fresh
friends	338.8545454545455	7	friends
frightened	349.4725274725275	10	frightened
frogs	335.32608695652175	5	frogs
from	334.70936227951154	4	from
from.	322.4102564102564	5	from.
frowning,	365.44565217391306	9	frowning,
frozen	326.4166666666667	6	frozen
frozen,	330.0978260869565	7	frozen,
fry	379.3863636363636	3	fry
fuel	296.8658536585366	4	fuel
full	311.69101123595505	4	full
fully	329.85714285714283	5	fully
fuming	365.04545454545456	6	fuming
fun!'	359.2409638554217	5	fun!'
functioning.	417.55555555555554	12	functioning.
funny	320.5108695652174	5	funny
furious	317.1195652173913	7	furious
furious.	491.4782608695652	8	furious.
future	316.88157894736844	6	future
futures	410.56410256410254	7	futures
gambling,	365.8918918918919	9	gambling,
garden,	432.11392405063293	7	garden,
gathered	314.2298850574713	8	gathered
gathered.	414.32183908045977	9	gathered.
gave	333.787037037037	4	gave
geese	312.5217391304348	5	geese
gelid	625.7640449438202	5	gelid
gene	324.05	4	gene
general	316.74285714285713	7	general
generally	386.66396761133603	9	generally
generated	338.2957746478873	9	generated
genes	321.33009708737865	5	genes
genetic	322.555023923445	7	genetic
genetically	316.9130434782609	11	genetically
genial	357.93617021276594	6	genial
gentle	349.8333333333333	6	gentle
get	323.96153846153845	3	get
get.	355.7578947368421	4	get.
getting	328.962962962963	7	getting
giant	350.3152173913044	5	giant
giraffe?'	351.64	9	giraffe?'
girl	316.25578831312015	4	girl
girl!	388.07608695652175	5	girl!
girl's	335.0	6	girl's
girl,	350.5027932960894	5	girl,
girl.	318.8314606741573	5	girl.
girls	289.59090909090907	5	girls
girls,	315.75342465753425	6	girls,
give	292.0537634408602	4	give
given	342.7293233082707	5	given
given,'	357.4096385542169	7	given,'
given.	364.54545454545456	6	given.
giving	320.77639751552795	6	giving
glass	365.3975903614458	5	glass
glass,'	327.34567901234567	7	glass,'
glasses	325.6666666666667	7	glasses
glory	321.6989247311828	5	glory
glowed	332.05555555555554	6	glowed
go	316.98099260823653	2	go
gobbled	349.855421686747	7	gobbled
going	305.70723684210526	5	going
golden	323.1	6	golden
gone	308.33203125	4	gone
gonna	285.1595744680851	5	gonna
good	325.9888475836431	4	good
good.	421.31111111111113	5	good.
goose	390.4438202247191	5	goose
got	323.9118028534371	3	got
government	327.0783410138249	10	government
grand,	370.14285714285717	6	grand,
grandmother	339.5827205882353	11	grandmother
grandmother,	367.1032608695652	12	grandmother,
gravel.	393.8734939759036	7	gravel.
gray	342.54945054945057	4	gray
great	364.47457627118644	5	great
greater	315.8181818181818	7	greater
greatly	405.97402597402595	7	greatly
green	800.3510638297872	5	green
green.	444.6236559139785	6	green.
grew	319.2672811059908	4	grew
grimacing	394.81944444444446	9	grimacing
grimacing,	472.94444444444446	10	grimacing,
grinding	335.9120879120879	8	grinding
grinned	350.63829787234044	7	grinned
ground	312.2637362637363	6	ground
ground,	330.77653631284915	7	ground,
groups.	346.3493150684931	7	groups.
groups:	440.4805194805195	7	groups:
grow	348.15987460815046	4	grow
growers	370.2564102564103	7	growers
growers'	380.30263157894734	8	growers'
grown	312.6422764227642	5	grown
grows	344.2857142857143	5	grows
grunting	400.6849315068493	8	grunting
guard	314.59302325581393	5	guard
guarded	326.08045977011494	7	guarded
guile	392.80898876404495	5	guile
guilty,	393.5923566878981	7	guilty,
gurgling	319.3296703296703	8	gurgling
guy	348.4114583333333	3	guy
ha!'	330.890243902439	4	ha!'
had	325.14402205122315	3	had
had,	338.5704697986577	4	had,
hair	314.2093023255814	4	hair
hair,	359.3804347826087	5	hair,
hair.	310.1758241758242	5	hair.
haircut	361.1607142857143	7	haircut
haircut,	325.3404255319149	8	haircut,
haircut.	385.9153439153439	8	haircut.
half	332.07865168539325	4	half
hall	300.16738197424894	4	hall
hand	297.7303370786517	4	hand
handed	311.02659574468083	6	handed
hands	322.9325842696629	5	hands
hands!'	372.46153846153845	7	hands!'
handsome	355.4823529411765	8	handsome
hang	331.2530120481928	4	hang
happen?	315.641975308642	7	happen?
happy	348.2295081967213	5	happy
hard	296.73895582329317	4	hard
harsher	355.87179487179486	7	harsher
has	327.51466666666664	3	has
hated	360.18918918918916	5	hated
hateful	330.94736842105266	7	hateful
hating	342.9651162790698	6	hating
have	319.7889809146561	4	have
have.	374.63157894736844	5	have.
haven't	365.0487804878049	7	haven't
having	311.94152046783626	6	having
hawk	356.25	4	hawk
he	326.7274728500147	2	he
he's	328.1309523809524	4	he's
head	338.9365558912387	4	head
head,	354.0855614973262	5	head,
head.	413.0734463276836	5	head.
head.'	316.1190476190476	6	head.'
heads	349.8666666666667	5	heads
hear	308.7302052785924	4	hear
heard	311.43488372093026	5	heard
hearing	327.0138888888889	7	hearing
hearsay	399.4166666666667	7	hearsay
heart	344.69827586206895	5	heart
heart,	394.2197802197802	6	heart,
heavens,	321.9	8	heavens,
heavy	332.338747099768	5	heavy
hedge-king!'	964.2941176470588	12	hedge-king!'
hedge-king,	525.3626373626373	11	hedge-king,
hedges,	329.5287356321839	7	hedges,
held	318.38188976377955	4	held
hell.	409.8395061728395	5	hell.
help	313.05	4	help
help.	334.95348837209303	5	help.
helped	319.88461538461536	6	helped
helping	339.7162162162162	7	helping
helpless.	451.53333333333336	9	helpless.
her	328.48713849731143	3	her
her,	342.7742663656885	4	her,
her.	360.3939393939394	4	her.
here	308.1939393939394	4	here
herself	308.5357142857143	7	herself
herself,	343.5934065934066	8	herself,
herself,'	363.1098901098901	9	herself,'
herself.	403.2289156626506	8	herself.
hesitantly	382.7866666666667	10	hesitantly
hid	322.56111111111113	3	hid
hidden	354.7186311787072	6	hidden
hide	340.00583090379007	4	hide
hide-and-seek	363.75	13	hide-and-seek
hides	317.53409090909093	5	hides
hiding	310.3179190751445	6	hiding
high	332.3141654978962	4	high
high-altitude	438.12	13	high-altitude
higher	333.30795847750863	6	higher
higher,	353.48275862068965	7	higher,
higher.	397.20212765957444	7	higher.
higher?	386.35227272727275	7	higher?
highest	342.21590909090907	7	highest
highly	362.126582278481	6	highly
hillside,	349.47777777777776	9	hillside,
hillside.	341.7826086956522	9	hillside.
him	323.96881644223953	3	him
him,	332.52134831460677	4	him,
him.	348.6952380952381	4	him.
himself	343.90084985835693	7	himself
himself,	319.83529411764704	8	himself,
his	328.9110746128578	3	his
hissing,	412.42045454545456	8	hissing,
hit	311.6149732620321	3	hit
hoaxes	375.6	6	hoaxes
holding	326.8076923076923	7	holding
hole	316.46264367816093	4	hole
hole,	398.54545454545456	5	hole,
hole.	336.55172413793105	5	hole.
home	331.2869318181818	4	home
home,	377.1310861423221	5	home,
home.	317.2967032967033	5	home.
hoovered	421.9759036144578	8	hoovered
hope	313.80281690140845	4	hope
hopping	386.625	7	hopping
hopping,	438.80281690140845	8	hopping,
horse	364.0681818181818	5	horse
horses,	345.06451612903226	7	horses,
hosts	352.9428571428571	5	hosts
hour	343.5744680851064	4	hour
hours	309.3855421686747	5	hours
houses	338.81081081081084	6	houses
hovel	435.4673913043478	5	hovel
how	327.682261208577	3	how
however,	354.8305882352941	8	however,
hummed	432.3139534883721	6	hummed
hundred	387.23636363636365	7	hundred
hundreds	334.6970954356847	8	hundreds
hung	350.4269662921348	4	hung
hunger!'	379.5681818181818	8	hunger!'
hunger,	328.1666666666667	7	hunger,
hungry.	355.7659574468085	7	hungry.
hunting	309.6666666666667	7	hunting
hunting,'	370.74074074074076	9	hunting,'
huntsman	318.6575240919199	8	huntsman
huntsman's	338.8452380952381	10	huntsman's
huntsman,	345.00589970501477	9	huntsman,
huntsman.	350.9230769230769	9	huntsman.
huntsmen	308.0238095238095	8	huntsmen
hurried	368.7567567567568	7	hurried
hurry	293.73333333333335	5	hurry
hurtful.	343.48	8	hurtful.
hyacinth,	371.8421052631579	9	hyacinth,
hyperactivity	438.38028169014086	13	hyperactivity
ice,	353.90425531914894	4	ice,
idea	311.8503937007874	4	idea
idea,	375.4255319148936	5	idea,
ideal	342.8690476190476	5	ideal
ideal.	403.4021739130435	6	ideal.
identified	338.15277777777777	10	identified
if	315.73181169757487	2	if
ignore	301.89156626506025	6	ignore
ignored,	316.48	8	ignored,
imagine	346.92857142857144	7	imagine
imagine,	289.1358024691358	8	imagine,
imagined	317.4130434782609	8	imagined
imaging,	405.15277777777777	8	imaging,
impact	304.25	6	impact
impatient	312.1341463414634	9	impatient
impending	346.35555555555555	9	impending
important	331.3046357615894	9	important
important,	294.2567567567568	10	important,
impressive	354.43835616438355	10	impressive
improvement	369.9054054054054	11	improvement
impulsivity.	415.22535211267603	12	impulsivity.
in	323.0112018061827	2	in
in,	317.8076923076923	3	in,
inadmissible	405.65277777777777	12	inadmissible
inattention,	566.2394366197183	12	inattention,
incident	343.4584450402145	8	incident
incident.	362.3888888888889	9	incident.
incidents.	380.48	10	incidents.
include	352.64493758668516	7	include
including	373.64150943396226	9	including
income	348.39240506329116	6	income
inconsequential,	438.94444444444446	16	inconsequential,
increasingly	337.31168831168833	12	increasingly
indeed	338.6511627906977	6	indeed
individuals	316.2987012987013	11	individuals
infected	386.35	8	infected
inflated	330.62820512820514	8	inflated
inheritance	376.5149253731343	11	inheritance
inherited	377.74626865671644	9	inherited
injured	347.35714285714283	7	injured
innocently	388.51408450704224	10	innocently
inquiry	338.90140845070425	7	inquiry
insensitive	404.0240963855422	11	insensitive
inside	315.8918918918919	6	inside
insiders	410.28	8	insiders
instance	336.93023255813955	8	instance
instantly,	318.6235294117647	10	instantly,
instead	371.64130434782606	7	instead
intending	339.43589743589746	9	intending
intense	408.0748299319728	7	intense
intentions	321.72527472527474	10	intentions
interactions.	377.8095238095238	13	interactions.
interest.	400.61333333333334	9	interest.
internal	331.3142857142857	8	internal
internally-inconsistent	641.7083333333334	23	internally-inconsistent
interviewed	365.9121621621622	11	interviewed
interviewed,	424.05479452054794	12	interviewed,
into	335.24448897795594	4	into
intrinsic	516.5064935064935	9	intrinsic
introduced	389.8875	10	introduced
introduction,	348.3066666666667	13	introduction,
investigation.	346.1617647058824	14	investigation.
investors	331.1038961038961	9	investors
invited	393.2386363636364	7	invited
involuntary	427.4657534246575	11	involuntary
involuntary,	332.40277777777777	12	involuntary,
involve	330.5	7	involve
involved	323.97902097902096	8	involved
involves	388.84722222222223	8	involves
involving	388.85276073619633	9	involving
iron	319.25	4	iron
irrationally	341.83116883116884	12	irrationally
is	332.0757058641018	2	is
is?	387.30434782608694	3	is?
issue	341.36046511627904	5	issue
issued	360.8378378378378	6	issued
it	316.60325791855206	2	it
it's	343.71140939597313	4	it's
it,	324.33609958506224	3	it,
it,'	324.36	4	it,'
it.	319.3961538461538	3	it.
item	337.17721518987344	4	item
its	325.5936739659367	3	its
jealous	366.1333333333333	7	jealous
jennies	539.3176470588236	7	jennies
jerking.	372.5	8	jerking.
job	311.7241379310345	3	job
join	316.1576086956522	4	join
journalist	345.2236842105263	10	journalist
journey	329.63837638376384	7	journey
joy	304.4945054945055	3	joy
joyous	376.02197802197804	6	joyous
judges	314.92	6	judges
judging	344.1081081081081	7	judging
jumped	317.87951807228916	6	jumped
jumping,	437.5211267605634	8	jumping,
just	308.6138996138996	4	just
keep	324.45772594752185	4	keep
keeps	304.1931818181818	5	keeps
kept	345.37704918032784	4	kept
kill	311.22352941176473	4	kill
killed	320.8169934640523	6	killed
kindly	337.0722222222222	6	kindly
king	370.8857142857143	4	king
king!'	343.07887323943663	6	king!'
